order_id,quantity,item_name,choice_description,price_numeric,price_per_item,Coke,date
362,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Pinto Beans, Sour Cream, Guacamole]]",11.25,11.25,False,2018-01-21
363,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream]]",9.25,9.25,False,2018-01-22
363,1,6 Pack Soft Drink,[Coke],6.49,6.49,False,2018-01-22
363,2,Chips and Guacamole,,8.9,4.45,False,2018-01-22
364,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",8.75,8.75,False,2018-01-30
364,1,Chips and Guacamole,,4.45,4.45,False,2018-01-30
365,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce, Guacamole]]",11.25,11.25,False,2018-01-28
365,1,Canned Soft Drink,[Diet Coke],1.35,1.25,True,2018-01-28
366,2,Chicken Crispy Tacos,[Tomatillo Red Chili Salsa],17.5,8.75,False,2018-01-10
366,1,Steak Burrito,[Tomatillo Red Chili Salsa],9.25,9.25,False,2018-01-10
367,1,Veggie Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",8.75,8.75,False,2018-01-23
367,1,Barbacoa Burrito,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75,11.75,False,2018-01-23
367,2,Bottled Water,,3.0,1.5,False,2018-01-23
368,1,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.49,8.49,False,2018-01-02
368,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.49,8.49,False,2018-01-02
369,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Sour Cream, Guacamole]]",10.98,10.98,False,2018-01-01
369,1,Steak Salad,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]",8.99,8.99,False,2018-01-01
369,1,Chips and Guacamole,,3.99,3.99,False,2018-01-01
370,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",8.75,8.75,False,2018-01-07
370,1,Chips and Guacamole,,4.45,4.45,False,2018-01-07
371,1,Steak Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Sour Cream]]",8.99,8.99,False,2018-01-23
371,1,Side of Chips,,1.69,1.69,False,2018-01-23
372,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75,11.75,False,2018-01-14
372,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",8.75,8.75,False,2018-01-14
373,1,Veggie Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",11.25,11.25,False,2018-01-19
373,1,Chips and Guacamole,,4.45,4.45,False,2018-01-19
374,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole, Lettuce]]",11.75,11.75,False,2018-01-28
374,1,Canned Soft Drink,[Coke],1.25,1.25,False,2018-01-28
375,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole]]",11.75,11.75,False,2018-01-28
375,1,Chips and Roasted Chili Corn Salsa,,2.95,2.95,False,2018-01-28
376,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.99,8.99,False,2018-01-14
376,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.99,8.99,False,2018-01-14
376,2,Canned Soda,[Mountain Dew],2.18,1.09,False,2018-01-14
377,2,Steak Bowl,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese]]",17.98,8.99,False,2018-01-03
377,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese]]",8.99,8.99,False,2018-01-03
378,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.49,8.49,False,2018-01-28
378,1,Side of Chips,,1.69,1.69,False,2018-01-28
379,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75,11.75,False,2018-01-05
379,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,11.25,False,2018-01-05
379,1,Chips and Tomatillo Green Chili Salsa,,2.95,2.95,False,2018-01-05
379,3,Canned Soft Drink,[Lemonade],3.75,1.25,False,2018-01-05
379,1,Steak Crispy Tacos,"[Roasted Chili Corn Salsa, [Cheese, Sour Cream, Lettuce]]",9.25,9.25,False,2018-01-05
380,1,Barbacoa Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75,11.75,False,2018-01-10
380,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",8.75,8.75,False,2018-01-10
380,1,Chips,,2.15,2.15,False,2018-01-10
380,1,Bottled Water,,1.5,1.5,False,2018-01-10
381,1,Chicken Soft Tacos,"[Tomatillo-Red Chili Salsa (Hot), Cheese]",8.49,8.49,False,2018-01-07
381,1,Chicken Soft Tacos,"[Tomatillo-Red Chili Salsa (Hot), Cheese]",8.49,8.49,False,2018-01-07
381,1,Nantucket Nectar,[Pomegranate Cherry],3.39,3.39,False,2018-01-07
382,1,Steak Bowl,"[Fresh Tomato (Mild), [Lettuce, Black Beans, Rice, Cheese]]",8.69,8.69,False,2018-01-05
382,1,Chips and Guacamole,,3.89,3.89,False,2018-01-05
383,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",8.75,8.75,False,2018-01-07
383,1,Chips and Guacamole,,4.45,4.45,False,2018-01-07
384,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",8.75,8.75,False,2018-01-20
384,1,Veggie Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Guacamole, Lettuce]]",11.25,11.25,False,2018-01-20
384,1,Chips,,2.15,2.15,False,2018-01-20
384,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",8.75,8.75,False,2018-01-20
385,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.49,8.49,False,2018-01-08
385,1,Side of Chips,,1.69,1.69,False,2018-01-08
386,1,Veggie Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese]]",8.49,8.49,False,2018-01-20
386,1,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.49,8.49,False,2018-01-20
387,1,Canned Soft Drink,[Lemonade],1.25,1.25,False,2018-01-07
387,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce]]",8.75,8.75,False,2018-01-07
387,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Cheese, Lettuce, Guacamole]]",11.75,11.75,False,2018-01-07
387,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Sour Cream, Lettuce, Guacamole]]",11.75,11.75,False,2018-01-07
388,1,Steak Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Cheese, Sour Cream]]",8.99,8.99,False,2018-01-12
388,1,Bottled Water,,1.09,1.09,False,2018-01-12
389,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream]]",8.75,8.75,False,2018-01-05
389,1,Chips and Guacamole,,4.45,4.45,False,2018-01-05
389,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa, Lettuce]",8.75,8.75,False,2018-01-05
389,1,Chips and Fresh Tomato Salsa,,2.95,2.95,False,2018-01-05
389,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]",8.75,8.75,False,2018-01-05
389,1,Chips,,2.15,2.15,False,2018-01-05
390,1,Chips and Guacamole,,3.99,3.99,False,2018-01-25
390,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]",8.49,8.49,False,2018-01-25
391,1,Steak Bowl,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.99,8.99,False,2018-01-29
391,1,Chips and Guacamole,,3.99,3.99,False,2018-01-29
392,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese]]",8.49,8.49,False,2018-01-28
392,1,Side of Chips,,1.69,1.69,False,2018-01-28
392,1,Canned Soda,[Coca Cola],1.09,1.09,False,2018-01-28
393,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.99,8.99,False,2018-01-08
393,1,Canned Soda,[Sprite],1.09,1.09,False,2018-01-08
394,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",9.25,9.25,False,2018-01-28
394,1,Veggie Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Lettuce]]",8.75,8.75,False,2018-01-28
395,1,Steak Soft Tacos,"[Tomatillo-Red Chili Salsa (Hot), [Cheese, Sour Cream, Lettuce]]",8.99,8.99,False,2018-01-13
395,1,Chips and Fresh Tomato Salsa,,2.39,2.39,False,2018-01-13
396,1,Canned Soft Drink,[Diet Coke],1.35,1.25,True,2018-01-12
396,1,Canned Soft Drink,[Coke],1.25,1.25,False,2018-01-12
396,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Sour Cream, Cheese, Guacamole]]",11.25,11.25,False,2018-01-12
396,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Guacamole]]",11.25,11.25,False,2018-01-12
397,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",9.25,9.25,False,2018-01-22
397,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Sour Cream]]",9.25,9.25,False,2018-01-22
398,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]]",11.25,11.25,False,2018-01-04
398,1,Bottled Water,,1.5,1.5,False,2018-01-04
399,1,Chips and Guacamole,,3.99,3.99,False,2018-01-16
399,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Pinto Beans, Cheese, Sour Cream]]",8.49,8.49,False,2018-01-16
400,1,Veggie Burrito,"[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Pinto Beans, Sour Cream, Cheese, Lettuce, Guacamole]]",11.25,11.25,False,2018-01-02
400,1,Carnitas Burrito,[Tomatillo Red Chili Salsa],9.25,9.25,False,2018-01-02
400,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]]",11.25,11.25,False,2018-01-02
401,2,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Lettuce]]",17.5,8.75,False,2018-01-29
402,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]",8.75,8.75,False,2018-01-28
402,2,Chips and Guacamole,,8.9,4.45,False,2018-01-28
402,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75,8.75,False,2018-01-28
402,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75,8.75,False,2018-01-28
403,1,Barbacoa Burrito,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream]]",8.99,8.99,False,2018-01-09
403,1,Chips and Tomatillo-Green Chili Salsa,,2.39,2.39,False,2018-01-09
404,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]",11.25,11.25,False,2018-01-23
404,1,Carnitas Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",9.25,9.25,False,2018-01-23
404,1,Chips,,2.15,2.15,False,2018-01-23
405,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Pinto Beans, Cheese, Guacamole]]",11.25,11.25,False,2018-01-09
405,1,Canned Soft Drink,[Diet Coke],1.35,1.25,True,2018-01-09
406,1,Barbacoa Soft Tacos,"[Tomatillo Red Chili Salsa, [Black Beans, Cheese, Sour Cream, Guacamole]]",11.75,11.75,False,2018-01-10
406,1,Canned Soft Drink,[Diet Coke],1.35,1.25,True,2018-01-10
407,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Sour Cream, Cheese, Guacamole]]",11.25,11.25,False,2018-01-06
407,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Sour Cream, Cheese, Guacamole]]",11.75,11.75,False,2018-01-06
408,1,Canned Soft Drink,[Coke],1.25,1.25,False,2018-01-02
408,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Sour Cream, Cheese, Guacamole]]",11.25,11.25,False,2018-01-02
408,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Pinto Beans, Sour Cream, Cheese, Lettuce, Guacamole]]",11.25,11.25,False,2018-01-02
409,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream]]",8.49,8.49,False,2018-01-15
409,1,Chicken Bowl,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Sour Cream, Guacamole]]",10.98,10.98,False,2018-01-15
410,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans]]",8.75,8.75,False,2018-01-21
410,1,Canned Soft Drink,[Diet Coke],1.35,1.25,True,2018-01-21
410,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Black Beans, Lettuce]]",8.75,8.75,False,2018-01-21
411,1,Chicken Bowl,"[Roasted Chili Corn Salsa (Medium), [Rice, Cheese]]",8.49,8.49,False,2018-01-25
411,1,Chicken Bowl,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.49,8.49,False,2018-01-25
412,1,Bottled Water,,1.5,1.5,False,2018-01-25
412,1,Bottled Water,,1.5,1.5,False,2018-01-25
412,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Lettuce]]",8.75,8.75,False,2018-01-25
412,1,Chips and Guacamole,,4.45,4.45,False,2018-01-25
413,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa, [Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,11.25,False,2018-01-13
413,1,Canned Soft Drink,[Coke],1.25,1.25,False,2018-01-13
413,1,Carnitas Crispy Tacos,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",11.75,11.75,False,2018-01-13
414,1,Chicken Burrito,"[[Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream]]",8.49,8.49,False,2018-01-18
414,1,Chips and Tomatillo-Green Chili Salsa,,2.39,2.39,False,2018-01-18
415,1,Steak Bowl,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",9.25,9.25,False,2018-01-29
415,1,Chips and Guacamole,,4.45,4.45,False,2018-01-29
416,1,Steak Burrito,[Tomatillo Red Chili Salsa],9.25,9.25,False,2018-01-07
416,1,Chicken Bowl,[Fresh Tomato Salsa],8.75,8.75,False,2018-01-07
417,1,Steak Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Sour Cream]]",8.99,8.99,False,2018-01-03
417,1,Side of Chips,,1.69,1.69,False,2018-01-03
418,2,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Black Beans]]",17.5,8.75,False,2018-01-03
419,1,Chips and Tomatillo-Green Chili Salsa,,2.39,2.39,False,2018-01-27
419,1,Barbacoa Crispy Tacos,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Cheese, Sour Cream, Lettuce]]",8.99,8.99,False,2018-01-27
419,1,Steak Crispy Tacos,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Cheese, Sour Cream, Lettuce]]",8.99,8.99,False,2018-01-27
420,1,Chicken Burrito,"[Fresh Tomato Salsa, [Black Beans, Pinto Beans, Cheese, Guacamole, Lettuce]]",11.25,11.25,False,2018-01-24
420,1,Chips and Guacamole,,4.45,4.45,False,2018-01-24
421,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",8.75,8.75,False,2018-01-22
421,1,Chips and Guacamole,,4.45,4.45,False,2018-01-22
422,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",9.25,9.25,False,2018-01-19
422,1,6 Pack Soft Drink,[Sprite],6.49,6.49,False,2018-01-19
423,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa (Mild), [Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]",10.98,10.98,False,2018-01-12
423,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]",8.49,8.49,False,2018-01-12
424,1,Chicken Burrito,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Cheese]]",8.49,8.49,False,2018-01-22
424,1,Canned Soda,[Diet Dr. Pepper],1.09,1.09,False,2018-01-22
424,1,Side of Chips,,1.69,1.69,False,2018-01-22
425,1,Barbacoa Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream]]",9.25,9.25,False,2018-01-30
425,1,Chips and Guacamole,,4.45,4.45,False,2018-01-30
426,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",8.75,8.75,False,2018-01-22
426,1,Canned Soft Drink,[Coke],1.25,1.25,False,2018-01-22
426,1,Chips and Fresh Tomato Salsa,,2.95,2.95,False,2018-01-22
427,1,Chips and Guacamole,,3.99,3.99,False,2018-01-28
427,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Sour Cream, Cheese]]",8.49,8.49,False,2018-01-28
428,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Lettuce, Guacamole]]",11.75,11.75,False,2018-01-04
428,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Black Beans, Guacamole]]",11.75,11.75,False,2018-01-04
428,1,Chips,,2.15,2.15,False,2018-01-04
429,1,Steak Bowl,"[Roasted Chili Corn Salsa (Medium), [Pinto Beans, Rice, Guacamole]]",11.48,11.48,False,2018-01-27
430,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",8.75,8.75,False,2018-01-21
430,1,Chips,,2.15,2.15,False,2018-01-21
430,1,Canned Soft Drink,[Diet Coke],1.35,1.25,True,2018-01-21
431,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.25,11.25,False,2018-01-30
431,1,Chips,,2.15,2.15,False,2018-01-30
431,1,Canned Soft Drink,[Sprite],1.25,1.25,False,2018-01-30
432,1,Chicken Burrito,"[Fresh Tomato Salsa, Rice]",8.75,8.75,False,2018-01-11
432,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese]]",8.75,8.75,False,2018-01-11
432,1,6 Pack Soft Drink,[Coke],6.49,6.49,False,2018-01-11
433,1,Side of Chips,,1.69,1.69,False,2018-01-21
433,1,Steak Bowl,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.99,8.99,False,2018-01-21
434,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Sour Cream, Lettuce]]",8.75,8.75,False,2018-01-26
434,1,Barbacoa Burrito,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Guacamole]]",11.75,11.75,False,2018-01-26
435,1,Chicken Burrito,"[[Tomatillo-Green Chili Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]",10.98,10.98,False,2018-01-21
435,1,Canned Soda,[Mountain Dew],1.09,1.09,False,2018-01-21
436,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream]]",8.49,8.49,False,2018-01-11
436,1,Izze,[Clementine],3.39,3.39,False,2018-01-11
437,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",8.75,8.75,False,2018-01-29
437,1,Chips,,2.15,2.15,False,2018-01-29
437,1,Canned Soft Drink,[Diet Coke],1.35,1.25,True,2018-01-29
438,1,Carnitas Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]",11.48,11.48,False,2018-01-06
438,1,Chicken Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Pinto Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",10.98,10.98,False,2018-01-06
439,1,Chicken Salad,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",10.98,10.98,False,2018-01-18
439,1,Chicken Bowl,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.49,8.49,False,2018-01-18
440,1,Chips and Roasted Chili Corn Salsa,,2.95,2.95,False,2018-01-24
440,1,Barbacoa Bowl,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]",9.25,9.25,False,2018-01-24
440,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",9.25,9.25,False,2018-01-24
441,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75,11.75,False,2018-01-17
441,1,Chips and Guacamole,,4.45,4.45,False,2018-01-17
442,1,Steak Burrito,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Green Chili Salsa (Medium)], [Rice, Black Beans, Sour Cream, Guacamole]]",11.48,11.48,False,2018-01-14
443,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.25,11.25,False,2018-01-22
443,1,Veggie Burrito,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",8.75,8.75,False,2018-01-22
443,1,Chips and Guacamole,,4.45,4.45,False,2018-01-22
444,1,Side of Chips,,1.69,1.69,False,2018-01-23
444,1,Steak Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.99,8.99,False,2018-01-23
445,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Cheese, Lettuce]]",8.75,8.75,False,2018-01-14
445,1,Chips and Guacamole,,4.45,4.45,False,2018-01-14
445,1,Bottled Water,,1.5,1.5,False,2018-01-14
446,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Guacamole]]",11.75,11.75,False,2018-01-25
446,1,Chips,,2.15,2.15,False,2018-01-25
447,1,Steak Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Sour Cream]]",8.99,8.99,False,2018-01-14
447,1,Chips and Tomatillo-Green Chili Salsa,,2.39,2.39,False,2018-01-14
448,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Lettuce]]",8.75,8.75,False,2018-01-21
448,1,Chips and Fresh Tomato Salsa,,2.95,2.95,False,2018-01-21
448,1,Canned Soft Drink,[Coke],1.25,1.25,False,2018-01-21
449,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables]]",8.75,8.75,False,2018-01-07
449,1,Chips,,2.15,2.15,False,2018-01-07
449,1,Canned Soft Drink,[Diet Coke],1.35,1.25,True,2018-01-07
450,2,Canned Soda,[Dr. Pepper],2.18,1.09,False,2018-01-21
450,2,Canned Soda,[Coca Cola],2.18,1.09,False,2018-01-21
450,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Guacamole]]",11.48,11.48,False,2018-01-21
451,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Lettuce]]",8.75,8.75,False,2018-01-01
451,1,Chips and Fresh Tomato Salsa,,2.95,2.95,False,2018-01-01
451,1,Steak Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole]]",11.75,11.75,False,2018-01-01
452,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75,11.75,False,2018-01-25
452,1,Canned Soft Drink,[Diet Coke],1.35,1.25,True,2018-01-25
453,1,Chicken Burrito,"[Fresh Tomato (Mild), [Guacamole, Lettuce, Rice, Fajita Veggies, Cheese]]",10.58,10.58,False,2018-01-04
454,1,Barbacoa Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Sour Cream]]",8.99,8.99,False,2018-01-01
454,1,Chips and Tomatillo-Red Chili Salsa,,2.39,2.39,False,2018-01-01
455,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole]]",11.75,11.75,False,2018-01-21
455,1,Chips and Guacamole,,4.45,4.45,False,2018-01-21
456,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,11.25,False,2018-01-03
456,1,Veggie Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",11.25,11.25,False,2018-01-03
457,2,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Lettuce]]",17.5,8.75,False,2018-01-06
